iter	Passed	Remaining
396	110407	306748
397	110686	306473
398	110942	306135
399	111183	305754
400	111455	305460
401	111720	305146
402	111957	304757
403	112203	304394
404	112461	304061
405	112758	303837
406	113043	303577
407	113337	303344
408	113583	302980
409	113834	302633
410	114107	302343
411	114387	302071
412	114635	301716
413	114844	301259
414	115107	300944
415	115414	300743
416	115635	300319
417	115906	300025
418	116157	299681
419	116380	299262
420	116629	298915
421	116881	298574
422	117124	298211
423	117362	297834
424	117627	297529
425	117899	297240
426	118165	296936
427	118430	296629
428	118658	296231
429	118878	295813
430	119114	295436
431	119343	295042
432	119623	294775
433	119844	294364
434	120086	294004
435	120354	293710
436	120589	293334
437	120869	293067
438	121137	292771
439	121369	292390
440	121652	292131
441	121909	291810
442	122172	291503
443	122393	291098
444	122644	290764
445	122877	290387
446	123135	290071
447	123396	289761
448	123642	289416
449	123898	289097
450	124134	288729
451	124397	288426
452	124640	288075
453	124908	287784
454	125160	287457
455	125506	287344
456	125832	287185
457	126143	286989
458	126639	287215
459	127208	287602
460	127632	287657
461	127997	287578
462	128400	287582
463	128720	287400
464	129065	287274
465	129366	287049
466	129655	286797
467	129921	286493
468	130197	286212
469	130454	285889
470	130705	285554
471	130959	285225
472	131204	284877
473	131488	284614
474	131760	284325
475	132229	284459
476	132630	284446
477	132957	284273
478	133258	284043
479	133612	283925
480	133916	283702
481	134229	283498
482	134481	283163
483	134776	282919
484	135043	282615
485	135345	282386
486	135629	282119
487	135884	281792
488	136131	281449
489	136377	281103
490	136644	280802
491	136891	280460
492	137173	280191
493	137440	279888
494	137726	279626
495	138005	279349
496	138254	279012
497	138512	278693
498	138780	278395
499	139034	278069
500	139303	277772
501	139591	277515
502	139835	277169
503	140063	276792
504	140291	276415
505	140552	276104
506	140820	275808
507	141083	275500
508	141331	275165
509	141587	274845
510	141837	274515
511	142049	274112
512	142283	273750
513	142533	273420
514	142768	273061
515	143024	272745
516	143325	272511
517	143588	272207
518	143828	271861
519	144069	271515
520	144313	271176
521	144580	270881
522	144823	270540
523	145080	270226
524	145336	269909
525	145607	269622
526	145859	269301
527	146133	269019
528	146398	268719
529	146635	268370
530	146914	268098
531	147168	267780
532	147399	267421
533	147637	267074
534	147909	266790
535	148139	266430
536	148377	266084
537	148603	265719
538	148850	265390
539	149095	265059
540	149340	264726
541	149592	264409
542	149854	264109
543	150102	263782
544	150366	263486
545	150649	263222
546	150891	262887
547	151145	262573
548	151389	262242
549	151615	261881
550	151861	261554
551	152118	261246
552	152385	260956
553	152669	260694
554	152933	260399
555	153185	260084
556	153412	259727
557	153646	259381
558	153903	259075
559	154156	258763
560	154389	258416
561	154632	258087
562	154869	257749
563	155095	257391
564	155338	257065
565	155561	256703
566	155797	256365
567	156060	256070
568	156297	255735
569	156557	255436
570	156819	255140
571	157048	254791
572	157267	254427
573	157534	254141
574	157791	253837
575	158059	253553
576	158312	253245
577	158579	252959
578	158834	252653
579	159098	252362
580	159307	251985
581	159537	251641
582	159769	251301
583	160027	251002
584	160323	250762
585	160558	250428
586	160789	250087
587	161006	249723
588	161267	249431
589	161504	249099
590	161762	248801
591	161986	248451
592	162244	248154
593	162480	247823
594	162710	247484
595	162964	247180
596	163213	246870
597	163448	246539
598	163705	246240
599	163942	245913
600	164198	245614
601	164453	245314
602	164661	244943
603	164927	244660
604	165189	244370
605	165430	244051
606	165695	243766
607	165992	243528
608	166263	243252
609	166512	242944
610	166733	242595
611	166982	242288
612	167238	241990
613	167478	241671
614	167708	241335
615	167980	241062
616	168224	240748
617	168478	240450
618	168736	240156
619	169054	239948
620	169303	239641
621	169603	239408
622	169855	239105
623	170083	238771
624	170402	238563
625	170645	238250
626	170902	237955
627	171184	237696
628	171477	237451
629	171780	237221
630	172072	236973
631	172348	236706
632	172637	236455
633	172910	236183
634	173249	236000
635	173500	235698
636	173773	235426
637	174088	235211
638	174468	235082
639	174847	234951
640	175250	234851
641	175733	234858
642	176174	234807
643	176488	234587
644	176802	234366
645	177104	234129
646	177385	233863
647	177645	233570
648	177920	233297
649	178207	233040
650	178463	232742
651	178751	232486
652	179038	232229
653	179321	231966
654	179637	231745
655	179914	231474
656	180203	231220
657	180481	230950
658	180719	230629
659	181019	230388
660	181340	230174
661	181647	229940
662	181943	229693
663	182222	229424
664	182496	229149
665	182801	228913
666	183099	228668
667	183352	228367
668	183640	228109
669	183974	227908
670	184268	227658
671	184553	227396
672	184884	227191
673	185171	226931
674	185462	226676
675	185852	226541
676	186193	226348
677	186501	226112
678	186863	225942
679	187191	225730
680	187688	225722
681	188010	225502
682	188363	225319
683	188801	225236
684	189099	224987
685	189547	224914
686	189872	224696
687	190205	224486
688	190633	224388
689	190907	224109
690	191148	223789
691	191396	223480
692	191650	223176
693	191945	222921
694	192274	222706
695	192533	222409
696	192815	222139
697	193140	221918
698	193402	221624
699	193749	221428
700	194130	221270
701	194421	221009
702	194705	220740
703	194989	220470
704	195363	220303
705	195697	220090
706	195996	219837
707	196363	219660
708	196745	219499
709	197025	219226
710	197321	218968
711	197641	218738
712	197924	218465
713	198227	218216
714	198502	217936
715	198759	217636
716	199128	217458
717	199397	217171
718	199711	216933
719	199997	216664
720	200401	216522
721	200851	216429
722	201130	216153
723	201484	215956
724	201780	215696
725	202058	215418
726	202404	215211
727	202846	215106
728	203131	214834
729	203463	214612
730	203839	214435
731	204204	214247
732	204482	213967
733	204766	213693
734	205054	213424
735	205336	213147
736	205605	212858
737	205924	212620
738	206233	212373
739	206499	212080
740	206811	211835
741	207103	211569
742	207377	211285
743	207584	210933
744	207818	210608
745	208047	210278
746	208307	209980
747	208565	209680
748	208826	209383
749	209080	209080
750	209324	208766
751	209557	208442
752	209848	208176
753	210111	207882
754	210349	207563
755	210583	207241
756	210865	206965
757	211143	206686
758	211374	206361
759	211638	206068
760	211899	205773
761	212184	205501
762	212413	205175
763	212674	204880
764	212924	204574
765	213174	204269
766	213451	203989
767	213759	203739
768	214061	203483
769	214410	203271
770	214707	203011
771	214995	202741
772	215257	202447
773	215501	202136
774	215780	201859
775	216071	201592
776	216322	201288
777	216671	201075
778	216954	200801
779	217270	200557
780	217683	200402
781	218166	200311
782	218478	200062
783	218811	199833
784	219125	199585
785	219414	199315
786	219673	199017
787	219960	198745
788	220270	198494
789	220591	198253
790	220944	198040
791	221280	197811
792	221587	197556
793	221870	197280
794	222134	196987
795	222435	196726
796	222744	196473
797	223000	196173
798	223268	195884
799	223540	195598
800	223843	195338
801	224105	195044
802	224412	194788
803	224713	194528
804	225010	194263
805	225296	193989
806	225607	193737
807	225860	193435
808	226140	193155
809	226410	192868
810	226714	192609
811	227026	192357
812	227283	192058
813	227581	191794
814	227885	191535
815	228327	191391
816	228729	191214
817	229123	191029
818	229474	190808
819	229805	190570
820	230173	190362
821	230461	190088
822	230748	189813
823	231047	189548
824	231331	189271
825	231586	188970
826	231905	188721
827	232305	188538
828	232615	188281
829	232958	188050
830	233306	187824
831	233640	187585
832	233950	187328
833	234273	187081
834	234587	186826
835	234889	186563
836	235218	186319
837	235535	186067
838	235803	185776
839	236166	185559
840	236534	185346
841	236900	185131
842	237227	184885
843	237528	184619
844	237841	184362
845	238150	184102
846	238519	183888
847	238910	183690
848	239321	183507
849	239892	183447
850	240214	183195
851	240474	182895
852	240763	182618
853	241069	182355
854	241342	182065
855	241623	181781
856	241907	181500
857	242202	181228
858	242468	180933
859	242736	180641
860	243014	180355
861	243331	180099
862	243640	179836
863	243938	179565
864	244288	179332
865	244538	179026
866	244831	178752
867	245125	178478
868	245400	178190
869	245683	177909
870	245967	177627
871	246211	177317
872	246482	177027
873	246765	176745
874	247055	176468
875	247334	176183
876	247614	175899
877	247899	175618
878	248206	175353
879	248520	175094
880	248794	174805
881	249048	174503
882	249355	174237
883	249653	173966
884	249923	173675
885	250304	173461
886	250635	173212
887	251004	172989
888	251316	172727
889	251618	172457
890	251875	172157
891	252222	171918
892	252562	171674
893	252952	171464
894	253263	171200
895	253617	170965
896	253918	170694
897	254305	170481
898	254595	170202
899	254856	169904
900	255135	169618
901	255480	169376
902	255751	169085
903	256035	168802
904	256400	168572
905	256744	168329
906	257114	168102
907	257428	167838
908	257759	167586
909	258032	167296
910	258400	167066
911	258704	166796
912	259039	166545
913	259323	166261
914	259579	165960
915	259848	165667
916	260128	165381
917	260425	165106
918	260754	164851
919	261044	164571
920	261333	164291
921	261637	164019
922	261904	163725
923	262178	163435
924	262453	163146
925	262713	162848
926	263041	162592
927	263346	162321
928	263619	162030
929	263872	161728
930	264190	161465
931	264506	161201
932	264816	160933
933	265141	160674
934	265387	160367
935	265704	160104
936	266035	159848
937	266316	159562
938	266567	159259
939	266842	158970
940	267119	158681
941	267419	158407
942	267757	158155
943	268052	157878
944	268353	157604
945	268675	157342
946	268992	157078
947	269260	156784
948	269531	156492
949	269852	156230
950	270122	155938
951	270382	155640
952	270632	155336
953	270866	155024
954	271124	154725
955	271385	154428
956	271649	154133
957	271920	153842
958	272212	153563
959	272469	153264
960	272697	152948
961	272928	152635
962	273203	152347
963	273499	152070
964	273801	151796
965	274056	151497
966	274346	151216
967	274644	150941
968	274885	150634
969	275139	150333
970	275365	150018
971	275631	149725
972	275945	149458
973	276225	149172
974	276514	148892
975	276794	148607
976	277041	148303
977	277309	148011
978	277594	147728
979	277859	147435
980	278135	147147
981	278376	146842
982	278657	146557
983	278925	146265
984	279216	145986
985	279558	145733
986	279868	145463
987	280144	145176
988	280380	144868
989	280627	144565
990	280919	144286
991	281191	143997
992	281485	143719
993	281806	143454
994	282119	143186
995	282430	142916
996	282689	142620
997	282966	142333
998	283250	142050
999	283497	141748
1000	283775	141462
1001	284064	141181
1002	284314	140881
1003	284567	140582
1004	284877	140312
1005	285135	140016
1006	285427	139737
1007	285745	139471
1008	285970	139158
1009	286181	138840
1010	286425	138538
1011	286695	138248
1012	286961	137956
1013	287220	137661
1014	287487	137370
1015	287764	137084
1016	288020	136788
1017	288294	136500
1018	288566	136212
1019	288815	135913
1020	289062	135612
1021	289322	135318
1022	289568	135018
1023	289813	134718
1024	290009	134394
1025	290262	134097
1026	290540	133812
1027	290811	133524
1028	291112	133249
1029	291367	132954
1030	291635	132664
1031	291915	132380
1032	292179	132089
1033	292470	131809
1034	292784	131540
1035	293031	131241
1036	293323	130963
1037	293640	130695
1038	293917	130410
1039	294321	130180
1040	294637	129912
1041	294918	129628
1042	295191	129341
1043	295456	129050
1044	295757	128774
1045	296032	128488
1046	296304	128200
1047	296607	127925
1048	296890	127643
1049	297151	127350
1050	297440	127070
1051	297749	126798
1052	298016	126508
1053	298295	126223
1054	298561	125933
1055	298859	125656
1056	299150	125377
1057	299439	125096
1058	299760	124829
1059	300106	124572
1060	300336	124267
1061	300631	123989
1062	300898	123699
1063	301228	123435
1064	301499	123147
1065	301807	122874
1066	302088	122590
1067	302339	122294
1068	302621	122010
1069	302903	121727
1070	303171	121438
1071	303465	121159
1072	303727	120868
1073	304034	120594
1074	304293	120302
1075	304607	120031
1076	304870	119740
1077	305138	119451
1078	305431	119171
1079	305692	118880
1080	305958	118590
1081	306236	118305
1082	306480	118007
1083	306741	117716
1084	306979	117416
1085	307248	117127
1086	307516	116839
1087	307781	116549
1088	308058	116264
1089	308314	115971
1090	308589	115685
1091	308837	115389
1092	309088	115095
1093	309372	114813
1094	309661	114532
1095	309926	114242
1096	310190	113953
1097	310481	113673
1098	310754	113387
1099	311001	113091
1100	311245	112794
1101	311539	112515
1102	311807	112228
1103	312085	111943
1104	312420	111679
1105	312701	111396
1106	312950	111101
1107	313221	110814
1108	313485	110525
1109	313757	110239
1110	314025	109951
1111	314287	109661
1112	314597	109388
1113	314884	109107
1114	315128	108811
1115	315358	108510
1116	315676	108240
1117	315947	107953
1118	316188	107656
1119	316482	107377
1120	316762	107094
1121	317065	106818
1122	317340	106533
1123	317582	106237
1124	317846	105948
1125	318109	105659
1126	318344	105361
1127	318626	105079
1128	318900	104793
1129	319189	104513
1130	319416	104212
1131	319672	103921
1132	319935	103633
1133	320213	103349
1134	320482	103062
1135	320766	102780
1136	321031	102492
1137	321298	102205
1138	321560	101916
1139	321852	101637
1140	322114	101349
1141	322376	101060
1142	322654	100776
1143	322926	100491
1144	323202	100206
1145	323456	99915
1146	323738	99633
1147	323980	99338
1148	324232	99047
1149	324501	98761
1150	324779	98478
1151	325036	98188
1152	325283	97895
1153	325560	97611
1154	325822	97323
1155	326065	97029
1156	326328	96742
1157	326574	96449
1158	326843	96163
1159	327163	95892
1160	327437	95608
1161	327730	95329
1162	327978	95037
1163	328238	94749
1164	328529	94469
1165	328810	94187
1166	329099	93907
1167	329378	93624
1168	329673	93346
1169	329956	93064
1170	330211	92774
1171	330475	92487
1172	330740	92201
1173	330995	91911
1174	331297	91635
1175	331602	91359
1176	331884	91077
1177	332185	90801
1178	332492	90526
1179	332827	90258
1180	333098	89973
1181	333390	89693
1182	333655	89407
1183	333885	89111
1184	334181	88832
1185	334480	88555
1186	334757	88272
1187	335167	88023
1188	335491	87752
1189	335799	87477
1190	336060	87189
1191	336350	86909
1192	336591	86616
1193	336897	86340
1194	337210	86066
1195	337473	85779
1196	337753	85496
1197	338036	85214
1198	338342	84938
1199	338655	84663
1200	338936	84381
1201	339209	84096
1202	339503	83817
1203	339865	83554
1204	340118	83265
1205	340390	82980
1206	340669	82697
1207	340976	82421
1208	341254	82138
1209	341532	81854
1210	341782	81565
1211	342044	81277
1212	342313	80992
1213	342552	80700
1214	342815	80413
1215	343039	80117
1216	343310	79833
1217	343610	79555
1218	343892	79273
1219	344143	78983
1220	344407	78697
1221	344672	78411
1222	344949	78128
1223	345206	77840
1224	345512	77564
1225	345754	77273
1226	346015	76986
1227	346271	76698
1228	346582	76422
1229	346856	76139
1230	347129	75855
1231	347427	75576
1232	347706	75294
1233	347950	75003
1234	348179	74710
1235	348489	74434
1236	348738	74145
1237	348968	73852
1238	349227	73566
1239	349513	73285
1240	349749	72993
1241	350037	72713
1242	350300	72427
1243	350526	72133
1244	350836	71858
1245	351117	71576
1246	351363	71287
1247	351620	71000
1248	351891	70716
1249	352177	70435
1250	352434	70148
1251	352686	69861
1252	352959	69577
1253	353211	69290
1254	353462	69002
1255	353752	68722
1256	354021	68438
1257	354303	68157
1258	354589	67876
1259	354893	67598
1260	355214	67324
1261	355446	67033
1262	355706	66747
1263	355961	66461
1264	356216	66174
1265	356514	65895
1266	356766	65608
1267	357000	65318
1268	357247	65030
1269	357541	64751
1270	357857	64476
1271	358145	64195
1272	358423	63913
1273	358676	63627
1274	358925	63339
1275	359165	63050
1276	359414	62763
1277	359666	62477
1278	359944	62195
1279	360217	61912
1280	360496	61630
1281	360755	61345
1282	361009	61059
1283	361294	60778
1284	361545	60492
1285	361798	60206
1286	362071	59923
1287	362300	59633
1288	362552	59347
1289	362822	59064
1290	363083	58779
1291	363334	58493
1292	363588	58207
1293	363818	57918
1294	364082	57634
1295	364339	57349
1296	364568	57060
1297	364797	56771
1298	365077	56490
1299	365355	56208
1300	365617	55924
1301	365871	55639
1302	366161	55359
1303	366435	55077
1304	366708	54795
1305	366979	54512
1306	367243	54229
1307	367499	53944
1308	367746	53658
1309	368027	53377
1310	368312	53097
1311	368594	52816
1312	368813	52527
1313	369094	52246
1314	369347	51961
1315	369591	51675
1316	369851	51391
1317	370089	51104
1318	370331	50818
1319	370605	50537
1320	370878	50255
1321	371141	49972
1322	371410	49689
1323	371687	49408
1324	371921	49121
1325	372152	48834
1326	372399	48549
1327	372636	48263
1328	372895	47979
1329	373158	47697
1330	373458	47418
1331	373706	47134
1332	373962	46850
1333	374214	46566
1334	374467	46282
1335	374731	45999
1336	375028	45721
1337	375296	45439
1338	375555	45156
1339	375804	44872
1340	376070	44589
1341	376386	44313
1342	376627	44028
1343	376887	43745
1344	377140	43462
1345	377436	43183
1346	377671	42898
1347	377917	42613
1348	378179	42331
1349	378408	42045
1350	378692	41765
1351	378915	41478
1352	379130	41191
1353	379396	40909
1354	379637	40625
1355	379885	40341
1356	380146	40059
1357	380389	39775
1358	380641	39492
1359	380921	39212
1360	381164	38928
1361	381434	38647
1362	381686	38364
1363	381980	38086
1364	382197	37799
1365	382475	37519
1366	382688	37233
1367	382947	36951
1368	383176	36666
1369	383446	36385
1370	383653	36098
1371	383898	35815
1372	384156	35533
1373	384440	35254
1374	384677	34970
1375	384921	34687
1376	385172	34405
1377	385393	34120
1378	385595	33833
1379	385867	33553
1380	386119	33271
1381	386383	32990
1382	386647	32709
1383	386888	32427
1384	387119	32143
1385	387350	31860
1386	387585	31576
1387	387787	31291
1388	388069	31012
1389	388328	30731
1390	388586	30450
1391	388855	30169
1392	389125	29889
1393	389385	29608
1394	389648	29328
1395	389883	29045
1396	390127	28763
1397	390401	28484
1398	390639	28202
1399	390843	27917
1400	391072	27634
1401	391319	27353
1402	391544	27070
1403	391794	26789
1404	392065	26509
1405	392302	26227
1406	392565	25947
1407	392827	25667
1408	393109	25388
1409	393349	25107
1410	393632	24828
1411	393846	24545
1412	394098	24265
1413	394334	23983
1414	394546	23700
1415	394782	23419
1416	395033	23138
1417	395339	22861
1418	395580	22580
1419	395801	22298
1420	396028	22017
1421	396294	21737
1422	396571	21458
1423	396830	21179
1424	397069	20898
1425	397313	20617
1426	397561	20337
1427	397782	20056
1428	398005	19774
1429	398243	19494
1430	398488	19214
1431	398709	18933
1432	398957	18653
1433	399198	18373
1434	399449	18093
1435	399703	17814
1436	399935	17533
1437	400197	17254
1438	400423	16974
1439	400663	16694
1440	400912	16414
1441	401168	16135
1442	401420	15856
1443	401679	15577
1444	401915	15297
1445	402171	15018
1446	402436	14740
1447	402690	14461
1448	402928	14181
1449	403194	13903
1450	403453	13624
1451	403727	13346
1452	403977	13067
1453	404226	12788
1454	404464	12509
1455	404676	12229
1456	404916	11950
1457	405116	11670
1458	405332	11390
1459	405605	11112
1460	405887	10834
1461	406142	10556
1462	406369	10277
1463	406605	9998
1464	406835	9719
1465	407069	9440
1466	407315	9162
1467	407516	8883
1468	407774	8605
1469	408026	8327
1470	408263	8048
1471	408515	7770
1472	408733	7492
1473	408977	7213
1474	409251	6936
1475	409499	6658
1476	409770	6380
1477	410019	6103
1478	410259	5825
1479	410497	5547
1480	410761	5269
1481	410976	4991
1482	411221	4713
1483	411474	4436
1484	411720	4158
1485	411948	3881
1486	412213	3603
1487	412458	3326
1488	412721	3048
1489	412994	2771
1490	413249	2494
1491	413477	2217
1492	413695	1939
1493	413955	1662
1494	414192	1385
1495	414421	1108
1496	414677	831
1497	414914	553
1498	415184	276
1499	415416	0
