iter	Logloss
198	0.557284166
199	0.5572085897
200	0.5570752503
201	0.5569531678
202	0.5568251587
203	0.5567133279
204	0.5565445975
205	0.5564325306
206	0.5563206031
207	0.5562772485
208	0.5562069055
209	0.5559780717
210	0.5559085449
211	0.5558170169
212	0.5557118164
213	0.5555881195
214	0.5554990241
215	0.5553960742
216	0.5553185082
217	0.5552449426
218	0.5551124715
219	0.554929426
220	0.5548477699
221	0.55477417
222	0.5545800962
223	0.554405816
224	0.5543181476
225	0.5541988629
226	0.554053572
227	0.5539036637
228	0.5537780211
229	0.5536487137
230	0.5535447108
231	0.5534175625
232	0.5533176671
233	0.5532039402
234	0.5529976144
235	0.5528951169
236	0.5528014093
237	0.5526930501
238	0.5525172513
239	0.5523996923
240	0.5522972445
241	0.5522297285
242	0.5521408969
243	0.5520012468
244	0.5519057589
245	0.5517829057
246	0.5516794123
247	0.5515863489
248	0.5515052068
249	0.5514165863
250	0.5513031056
251	0.5512165469
252	0.5511383103
253	0.5510450361
254	0.5509142078
255	0.5508307915
256	0.5507482479
257	0.5505948955
258	0.5504842257
259	0.5504068208
260	0.550311598
261	0.5502198448
262	0.550029211
263	0.5499371064
264	0.549865341
265	0.5496944175
266	0.5495815304
267	0.5494481414
268	0.5493553559
269	0.549220139
270	0.5491065667
271	0.5489905599
272	0.5488366005
273	0.5487150598
274	0.5485455104
275	0.5484841691
276	0.5483727479
277	0.5482575558
278	0.548139747
279	0.5480244876
280	0.5479372739
281	0.5478513544
282	0.5476603674
283	0.5474673668
284	0.5473859678
285	0.54719623
286	0.5470679896
287	0.5469837217
288	0.5468884147
289	0.5467806394
290	0.5466534163
291	0.5465263791
292	0.5464050617
293	0.5461355862
294	0.5460333997
295	0.5459064795
296	0.5457816742
297	0.5456495482
298	0.5454578679
299	0.545339181
300	0.5451681359
301	0.5450103788
302	0.5449065459
303	0.5447619451
304	0.5446475737
305	0.544549949
306	0.5444596079
307	0.5443301924
308	0.5441682272
309	0.5440683591
310	0.543990486
311	0.5438821601
312	0.5438016965
313	0.5437215929
314	0.5435632548
315	0.5434745652
316	0.5433928769
317	0.5432375593
318	0.5431193065
319	0.5430165542
320	0.5429219346
321	0.542831415
322	0.5427266559
323	0.5426412296
324	0.5425123609
325	0.5423970403
326	0.5422905789
327	0.5420946914
328	0.5419692591
329	0.5418651588
330	0.5417454926
331	0.5416299375
332	0.5415432312
333	0.5414449719
334	0.5413667092
335	0.5412771852
336	0.5411756613
337	0.5410859876
338	0.5409684947
339	0.5408803134
340	0.5407072907
341	0.5406333969
342	0.5405074039
343	0.5403710686
344	0.5402818534
345	0.5402157064
346	0.5401183357
347	0.5399650569
348	0.5398523537
349	0.539773224
350	0.5396861528
351	0.5395195068
352	0.5393882283
353	0.5392960596
354	0.539169119
355	0.5390873159
356	0.5389912782
357	0.5388213088
358	0.5386952811
359	0.538577353
360	0.5384542941
361	0.5383452764
362	0.5382194782
363	0.5380320424
364	0.5379265884
365	0.5378207654
366	0.5376992326
367	0.5375580491
368	0.5374368715
369	0.5373313766
370	0.5372375184
371	0.5370841896
372	0.5369717531
373	0.5368462126
374	0.5367414306
375	0.5366180989
376	0.5365258334
377	0.5363957648
378	0.5362861242
379	0.5361863883
380	0.5360874268
381	0.5360004986
382	0.5359053832
383	0.5358255703
384	0.5357203352
385	0.5356269974
386	0.5355252039
387	0.5354335017
388	0.5353079587
389	0.5351945109
390	0.5350789961
391	0.5349690041
392	0.5348600526
393	0.5347952798
394	0.5346745
395	0.5345690971
396	0.5344738795
397	0.5343560243
398	0.5342368941
399	0.5341511823
400	0.534033577
401	0.5338852717
402	0.5337897376
403	0.5336832276
404	0.5335905628
405	0.5334910101
406	0.5333734753
407	0.5332502043
408	0.5331634113
409	0.5330775079
410	0.5329846104
411	0.5328958847
412	0.5328154877
413	0.5327484143
414	0.5326443163
415	0.5324990737
416	0.5324565147
417	0.5323784109
418	0.5322618615
419	0.5321643374
420	0.532046746
421	0.531947413
422	0.5318480068
423	0.5317027681
424	0.5315975629
425	0.5315303838
426	0.531426861
427	0.5313099393
428	0.5312416975
429	0.53118737
430	0.531105041
431	0.5310092668
432	0.5308853507
433	0.5307798966
434	0.5306935992
435	0.5305470364
436	0.5304529383
437	0.5303486845
438	0.5302601793
439	0.5301468906
440	0.5300520881
441	0.5299588844
442	0.5298995307
443	0.5298286478
444	0.5296950899
445	0.529590868
446	0.5295175624
447	0.5294026416
448	0.5292943716
449	0.5291656569
450	0.5290872722
451	0.5290246973
452	0.5289357384
453	0.5287890534
454	0.5287035055
455	0.5286088012
456	0.5285067836
457	0.5284307204
458	0.5283328731
459	0.5282554154
460	0.5281578278
461	0.5280748078
462	0.5279874394
463	0.527875817
464	0.5277729631
465	0.5276643471
466	0.5275637992
467	0.5274849707
468	0.5274097273
469	0.5273096523
470	0.5272327592
471	0.5271200849
472	0.5270430078
473	0.5269889556
474	0.5269179051
475	0.5268407612
476	0.5267754043
477	0.5266834631
478	0.5266189908
479	0.5265119527
480	0.5264491227
481	0.526371731
482	0.5262964327
483	0.5262133972
484	0.5261278323
485	0.5259729794
486	0.5258962214
487	0.5258011282
488	0.525703728
489	0.525612332
490	0.5255396096
491	0.5254655856
492	0.5253542081
493	0.5252059655
494	0.5251107871
495	0.525030521
496	0.5249772455
497	0.5249049456
498	0.5248248247
499	0.5247185868
500	0.5246334624
501	0.5245371314
502	0.5244622163
503	0.5244059902
504	0.5243451967
505	0.5242613074
506	0.5241831981
507	0.5240806541
508	0.5240024133
509	0.5239045178
510	0.5238216872
511	0.523753342
512	0.5236767787
513	0.5236093833
514	0.5235575534
515	0.5234567125
516	0.5233474361
517	0.5232471367
518	0.5231363969
519	0.5230570552
520	0.5229757863
521	0.5228629456
522	0.5227904638
523	0.5227080892
524	0.5226207645
525	0.5225502698
526	0.522435466
527	0.5223288744
528	0.5222191822
529	0.5221490874
530	0.5220332096
531	0.521897379
532	0.5218011253
533	0.5217103712
534	0.5216281546
535	0.5215542285
536	0.5214831897
537	0.5213695123
538	0.5212974996
539	0.5212209677
540	0.5211399576
541	0.5210635469
542	0.5209785057
543	0.5208725528
544	0.5207305965
545	0.5206279697
546	0.5205425495
547	0.5204759674
548	0.5204021813
549	0.5203131738
550	0.5202215193
551	0.5201400913
552	0.5200382702
553	0.5199391535
554	0.5198645614
555	0.5197951683
556	0.5197108655
557	0.5196268067
558	0.5194994939
559	0.5193874012
560	0.5193101195
561	0.5192365368
562	0.5191848846
563	0.5191108796
564	0.519057324
565	0.5189764414
566	0.5188997807
567	0.5188092759
568	0.5187644107
569	0.5186960379
570	0.5186253362
571	0.5185722674
572	0.5184708536
573	0.5183875408
574	0.5183173389
575	0.5182233826
576	0.5181388374
577	0.5180156186
578	0.5179347274
579	0.5178438133
580	0.5177576843
581	0.5176913986
582	0.5176081676
583	0.5175069909
584	0.5174141147
585	0.5173344912
586	0.5172654925
587	0.5172000598
588	0.5170955032
589	0.517039775
590	0.5169566321
591	0.5168897547
592	0.516827548
593	0.5167369029
594	0.5166637824
595	0.5165821898
596	0.5164915173
597	0.516421464
598	0.5163400288
599	0.5162522082
600	0.5161381583
601	0.5160632468
602	0.5160063838
603	0.5159306179
604	0.5158517918
605	0.5157723066
606	0.5156873959
607	0.5156059558
608	0.5155195108
609	0.5154285484
610	0.5153726863
611	0.5153109179
612	0.5152549968
613	0.5151777555
614	0.5151111919
615	0.5150210016
616	0.5149093696
617	0.5148446705
618	0.5147623646
619	0.5146657736
620	0.5145793957
621	0.5144818065
622	0.5144052096
623	0.5143231419
624	0.5142618176
625	0.5142137179
626	0.5141860749
627	0.5141030822
628	0.5140213868
629	0.5139463615
630	0.5138794773
631	0.5138269742
632	0.5137666813
633	0.5137023669
634	0.5136323822
635	0.513573898
636	0.513508621
637	0.5134232531
638	0.5133219065
639	0.5132349841
640	0.5131734363
641	0.513107769
642	0.5130267026
643	0.5129421314
644	0.5128541763
645	0.5127752278
646	0.5127098195
647	0.5126386602
648	0.5125663694
649	0.5124811082
650	0.5124468451
651	0.5123793979
652	0.5123134639
653	0.5122289606
654	0.5121497907
655	0.512079223
656	0.5119898538
657	0.511937827
658	0.5118872083
659	0.5118087823
660	0.5117475219
661	0.51166568
662	0.5116002516
663	0.5115378504
664	0.5114575679
665	0.5114097606
666	0.5113248667
667	0.5112018645
668	0.5111198409
669	0.5110261023
670	0.5109366631
671	0.5108762153
672	0.5107968449
673	0.5107248862
674	0.5106393972
675	0.5105450062
676	0.5104371421
677	0.5103780297
678	0.5102985011
679	0.5102301189
680	0.5101338513
681	0.510062592
682	0.5100007412
683	0.5099478294
684	0.5098799243
685	0.5098209444
686	0.5097436153
687	0.5096667673
688	0.5095658185
689	0.509488754
690	0.5094391192
691	0.5093499625
692	0.5092580484
693	0.5091641439
694	0.5090676325
695	0.5090161716
696	0.5089582562
697	0.5088935069
698	0.5088430303
699	0.508781795
700	0.5087149914
701	0.5086473634
702	0.5085888816
703	0.5085178248
704	0.508468762
705	0.5084013273
706	0.5083373672
707	0.5082791212
708	0.5082126503
709	0.5081330601
710	0.5080473079
711	0.5079558749
712	0.507885577
713	0.5078338422
714	0.5077780295
715	0.5077151504
716	0.5076224194
717	0.5075514799
718	0.5074679898
719	0.5074041702
720	0.5073356721
721	0.5072532117
722	0.507191533
723	0.5071330583
724	0.5070646372
725	0.5070078387
726	0.5069283526
727	0.5068602909
728	0.5068006527
729	0.5067242688
730	0.506647837
731	0.5065566723
732	0.5064978325
733	0.506430977
734	0.5063554995
735	0.5062775721
736	0.5062291401
737	0.5061418066
738	0.5060639956
739	0.5059719292
740	0.5058944973
741	0.5058079297
742	0.5057466584
743	0.5056858269
744	0.5056288148
745	0.5055517453
746	0.5054762022
747	0.505423768
748	0.5053566817
749	0.5052954286
750	0.5052236461
751	0.5051452176
752	0.5050754417
753	0.5050068369
754	0.5049430848
755	0.5048625864
756	0.5048010915
757	0.5047554515
758	0.5047025051
759	0.5046277701
760	0.5045680883
761	0.5044742788
762	0.5044074986
763	0.5043361114
764	0.5042698833
765	0.5041984929
766	0.5041108819
767	0.5040113236
768	0.5039352835
769	0.5037942756
770	0.5037170721
771	0.5036485224
772	0.503571269
773	0.5035064412
774	0.5034525664
775	0.5033638896
776	0.5032734725
777	0.5032096771
778	0.5031522115
779	0.5030736883
780	0.5030273096
781	0.5029679147
782	0.502914024
783	0.5028170258
784	0.5027197499
785	0.5026564767
786	0.5026072644
787	0.502519092
788	0.5024271836
789	0.5023485151
790	0.5022494328
791	0.5021578425
792	0.5020848259
793	0.5020349275
794	0.5019671641
795	0.5019119472
796	0.5018253848
797	0.5017633763
798	0.5016728098
799	0.5015818155
800	0.5014878339
801	0.5014259808
802	0.5013508426
803	0.5012638973
804	0.5011825367
805	0.5011164895
806	0.5010350092
807	0.5009772544
808	0.500878527
809	0.500805885
810	0.5007311228
811	0.5006668661
812	0.5006007258
813	0.5005308412
814	0.5004551699
815	0.5003983908
816	0.5003492062
817	0.5002765542
818	0.5001893612
819	0.5001152629
820	0.5000456786
821	0.4999761299
822	0.4999001165
823	0.4998058498
824	0.4997005353
825	0.4996241762
826	0.4995552455
827	0.4994650261
828	0.4993761307
829	0.499297305
830	0.4992425874
831	0.4991689894
832	0.4991058804
833	0.4990586432
834	0.4989661694
835	0.4988850022
836	0.4988230162
837	0.4987579104
838	0.4987063209
839	0.4986576781
840	0.4985959905
841	0.4985270875
842	0.4984611679
843	0.4984079106
844	0.4983288944
845	0.4982906718
846	0.4982361504
847	0.4981697319
848	0.4981285209
849	0.4980741029
850	0.497981148
851	0.497933605
852	0.4978668465
853	0.4978023397
854	0.4977155041
855	0.4976777079
856	0.4976184275
857	0.4975513678
858	0.4974902871
859	0.4974168181
860	0.497333008
861	0.497252694
862	0.4971687681
863	0.4970974099
864	0.4970371158
865	0.4969820148
866	0.4969063368
867	0.4967922179
868	0.4967373853
869	0.4966505782
870	0.4965733355
871	0.4965290731
872	0.4964653655
873	0.4964096749
874	0.4963373624
875	0.4962546383
876	0.4962205142
877	0.4961497062
878	0.4960843718
879	0.4960067191
880	0.4959474235
881	0.495887543
882	0.4958281903
883	0.4957719225
884	0.4957254109
885	0.4956397574
886	0.4955535419
887	0.4955152643
888	0.4954344673
889	0.495362761
890	0.4953380706
891	0.4952408157
892	0.4951906187
893	0.49510793
894	0.4950527041
895	0.4949660823
896	0.4949105531
897	0.4948304684
898	0.4947707461
899	0.4947165312
900	0.4946501672
901	0.4945797212
902	0.4945236336
903	0.4944787148
904	0.4944200516
905	0.4943423535
906	0.4942590279
907	0.4942109266
908	0.4941509562
909	0.4940876703
910	0.4940372641
911	0.4939819211
912	0.4939010266
913	0.4938268309
914	0.4937598821
915	0.4937073925
916	0.493653146
917	0.4935679973
918	0.4934968704
919	0.4934420249
920	0.4933672401
921	0.4933134224
922	0.4932669804
923	0.4931993009
924	0.4930968589
925	0.4930444705
926	0.4929621989
927	0.4929001919
928	0.4928133866
929	0.4927814596
930	0.4927222238
931	0.4926742361
932	0.4925904868
933	0.4925251866
934	0.4924627906
935	0.4923769056
936	0.4922988333
937	0.4922390756
938	0.4921643817
939	0.4920904327
940	0.4920185649
941	0.4919470679
942	0.4918663543
943	0.4917898857
944	0.4917139771
945	0.4916711813
946	0.4916148033
947	0.491571489
948	0.4914960613
949	0.4914280921
950	0.4913325373
951	0.4912631398
952	0.4912118454
953	0.4911610782
954	0.491086613
955	0.4910047252
956	0.4909507636
957	0.4908907158
958	0.4908139013
959	0.4907368625
960	0.4907061057
961	0.4906751248
962	0.4905938493
963	0.4905358361
964	0.4904721935
965	0.4904177556
966	0.4903637622
967	0.4902949908
968	0.4902425418
969	0.490175202
970	0.4901360779
971	0.4900704276
972	0.4900114549
973	0.4899462389
974	0.4898702197
975	0.4898079727
976	0.4897408347
977	0.4896717421
978	0.4896094156
979	0.4895699849
980	0.4894968368
981	0.4894343614
982	0.4893585603
983	0.4892895003
984	0.4892075022
985	0.4891520504
986	0.4890805733
987	0.4890145641
988	0.4889507754
989	0.4889122038
990	0.4888424468
991	0.4887767203
992	0.4887335928
993	0.4886556576
994	0.4885890065
995	0.4885151297
996	0.4884544454
997	0.4884017417
998	0.4883535798
999	0.4883011328
1000	0.4882305215
1001	0.4881768927
1002	0.4881152406
1003	0.4880610772
1004	0.4879872095
1005	0.4879397638
1006	0.4878802713
1007	0.4878137661
1008	0.4877738664
1009	0.4877339949
1010	0.487681697
1011	0.4876333558
1012	0.4875732662
1013	0.4875108694
1014	0.4874283384
1015	0.4873716097
1016	0.4873103
1017	0.487248156
1018	0.4871966258
1019	0.4871524872
1020	0.4870899468
1021	0.4870467221
1022	0.4869852003
1023	0.4869463999
1024	0.4869237851
1025	0.4868657711
1026	0.4868012083
1027	0.4867648679
1028	0.486684382
1029	0.4866284041
1030	0.4865786912
1031	0.4865198814
1032	0.4864681327
1033	0.4863971841
1034	0.4863323276
1035	0.4862655039
1036	0.4862184485
1037	0.4861470426
1038	0.4860884387
1039	0.4859925657
1040	0.4859299616
1041	0.4858887904
1042	0.4858477946
1043	0.4857836509
1044	0.4857289445
1045	0.4856853878
1046	0.4856372273
1047	0.4855846549
1048	0.4855088102
1049	0.4854528884
1050	0.4854024925
1051	0.485336634
1052	0.4852845658
1053	0.4852065354
1054	0.4851389422
1055	0.485059325
1056	0.484978948
1057	0.4849140876
1058	0.4848095139
1059	0.4847345893
1060	0.4847056884
1061	0.4846409066
1062	0.4845857292
1063	0.4845094985
1064	0.4844646834
1065	0.4844108386
1066	0.4843189497
1067	0.4842457461
1068	0.4842067122
1069	0.4841535056
1070	0.4840919223
1071	0.483981773
1072	0.4839407399
1073	0.4838670594
1074	0.4838016477
1075	0.483705578
1076	0.4836515869
1077	0.4835826391
1078	0.4834976235
1079	0.48340758
1080	0.4833572528
1081	0.4833072679
1082	0.4832248495
1083	0.4831479352
1084	0.4830841384
1085	0.4830255486
1086	0.4829552965
1087	0.4828621695
1088	0.4827841452
1089	0.4827231228
1090	0.4826515769
1091	0.4825975564
1092	0.4825282306
1093	0.4824853315
1094	0.48243515
1095	0.482382128
1096	0.4822980723
1097	0.4822405642
1098	0.4821927129
1099	0.4821053526
1100	0.4820577332
1101	0.4819889329
1102	0.4819351777
1103	0.4818601311
1104	0.4817961577
1105	0.4817551929
1106	0.4816988968
1107	0.4816513027
1108	0.4815823465
1109	0.4815215993
1110	0.4814548044
1111	0.4814054606
1112	0.4813552382
1113	0.4813039925
1114	0.4812554042
1115	0.4812133234
1116	0.481138995
1117	0.4810763802
1118	0.4810290488
1119	0.4809479244
1120	0.4808796048
1121	0.4808108668
1122	0.48076459
1123	0.4807062851
1124	0.4806563455
1125	0.480607249
1126	0.480557974
1127	0.4804939056
1128	0.4804298747
1129	0.4803737271
1130	0.4803064333
1131	0.4802485432
1132	0.4802031953
1133	0.4801295648
1134	0.4800681344
1135	0.4799903991
1136	0.4799238366
1137	0.4798705935
1138	0.4798290721
1139	0.4797686009
1140	0.4797160275
1141	0.4796606329
1142	0.4796039538
1143	0.4795186777
1144	0.4794454785
1145	0.4793941526
1146	0.4793059429
1147	0.4792310625
1148	0.4791762922
1149	0.4791243786
1150	0.4790541793
1151	0.4790035003
1152	0.4789363003
1153	0.478856887
1154	0.4788027169
1155	0.4787368037
1156	0.4786853849
1157	0.4786524479
1158	0.478553998
1159	0.4784586417
1160	0.4784112892
1161	0.4783131548
1162	0.4782449934
1163	0.4781869143
1164	0.4781188121
1165	0.4780719516
1166	0.4780364918
1167	0.4779845543
1168	0.4779487802
1169	0.4779094137
1170	0.477860127
1171	0.4778112382
1172	0.4777579911
1173	0.4777149939
1174	0.4776590419
1175	0.4776048208
1176	0.4775575222
1177	0.4774861743
1178	0.4774297506
1179	0.4773531444
1180	0.477312885
1181	0.4772625734
1182	0.4771990058
1183	0.4771626614
1184	0.4771099026
1185	0.4770454391
1186	0.4769726858
1187	0.4769004932
1188	0.4768376469
1189	0.4767478928
1190	0.4766930172
1191	0.4766312993
1192	0.476599356
1193	0.4765296185
1194	0.4764640374
1195	0.4764053067
1196	0.4763186064
1197	0.476260376
1198	0.4762162163
1199	0.476162626
1200	0.4761151697
1201	0.4760333999
1202	0.4759369603
1203	0.4758656666
1204	0.4758069032
1205	0.4757581683
1206	0.4756839471
1207	0.4756382719
1208	0.4755818385
1209	0.4755170505
1210	0.4754478083
1211	0.4753882879
1212	0.475291309
1213	0.4752311162
1214	0.4751674601
1215	0.4751099376
1216	0.4750343358
1217	0.4749496577
1218	0.4748916993
1219	0.4748131394
1220	0.4747629869
1221	0.474705211
1222	0.4746502392
1223	0.4746050316
1224	0.4745346425
1225	0.4744870065
1226	0.4744244725
1227	0.474373508
1228	0.4743167934
1229	0.4742405727
1230	0.4742050687
1231	0.47415848
1232	0.4741134249
1233	0.4740459104
1234	0.4740159652
1235	0.4739329147
1236	0.4739088085
1237	0.4738628325
1238	0.4738183642
1239	0.4737685563
1240	0.4737193228
1241	0.4736596806
1242	0.4735851969
1243	0.4735351598
1244	0.4734541215
1245	0.473387409
1246	0.4733278012
1247	0.4732708535
1248	0.473235155
1249	0.4731604742
1250	0.4731075586
1251	0.4730323021
1252	0.4729650775
1253	0.4729248426
1254	0.4728699383
1255	0.4727924452
1256	0.4727428526
1257	0.4726791981
1258	0.4726123095
1259	0.4725419823
1260	0.4724661831
1261	0.4724474877
1262	0.4723918723
1263	0.4723368174
1264	0.4722902204
1265	0.4722293778
1266	0.4721941456
1267	0.4721544631
1268	0.4721040643
1269	0.4720485047
1270	0.471977161
1271	0.4719116271
1272	0.4718480606
1273	0.4718087659
1274	0.4717580933
1275	0.4717036879
1276	0.4716170489
1277	0.4715690207
1278	0.4715040991
1279	0.4714339809
1280	0.4713744339
1281	0.4713206578
1282	0.4712754119
1283	0.4712108991
1284	0.4711495167
1285	0.471080766
1286	0.471046311
1287	0.4710130996
1288	0.4709648184
1289	0.4709127052
1290	0.4708650841
1291	0.4708132771
1292	0.4707568862
1293	0.4706875489
1294	0.4706371542
1295	0.4705843126
1296	0.470506778
1297	0.4704562039
1298	0.4703943338
1299	0.4703455147
1300	0.4702843178
1301	0.4702214624
1302	0.4701504312
1303	0.4700859688
1304	0.4700359989
1305	0.4699847813
1306	0.4699227131
1307	0.469848332
1308	0.4697922228
1309	0.4697288548
1310	0.4696619461
1311	0.4696134629
1312	0.4695532098
1313	0.469503062
1314	0.4694510493
1315	0.4694017732
1316	0.4693438336
1317	0.4693001458
1318	0.4692392866
1319	0.469192318
1320	0.4691199321
1321	0.4690716813
1322	0.4690221116
1323	0.4689632508
1324	0.4689225135
1325	0.4688773012
1326	0.4688200309
1327	0.4687758062
1328	0.4687339031
1329	0.4686910684
1330	0.4686302668
1331	0.468581654
1332	0.4685056265
1333	0.4684516157
1334	0.4683895976
1335	0.4683380585
1336	0.4682737696
1337	0.4682242494
1338	0.4681822435
1339	0.46810897
1340	0.4680451563
1341	0.4680046757
1342	0.4679723633
1343	0.4679334138
1344	0.4678736505
1345	0.4678065962
1346	0.4677530674
1347	0.4677069874
1348	0.4676422826
1349	0.4675909256
1350	0.4675404065
1351	0.4674909896
1352	0.467437885
1353	0.4673910117
1354	0.4673368519
1355	0.4672813907
1356	0.4672307996
1357	0.4671806955
1358	0.4671444822
1359	0.4670837322
1360	0.4670289336
1361	0.4669654403
1362	0.4669191467
1363	0.4668333131
1364	0.4667673327
1365	0.4667145843
1366	0.4666665104
1367	0.4666091091
1368	0.4665505462
1369	0.4664877897
1370	0.4664457045
1371	0.4663720928
1372	0.4663177165
1373	0.46626176
1374	0.4661900636
1375	0.4661140789
1376	0.4660231597
1377	0.4659874247
1378	0.4659509532
1379	0.46586589
1380	0.4658028035
1381	0.4657465723
1382	0.4656821019
1383	0.4656383098
1384	0.4656006124
1385	0.4655347908
1386	0.4655019127
1387	0.4654618689
1388	0.4653884053
1389	0.4653322202
1390	0.4652818395
1391	0.4652362868
1392	0.4651909558
1393	0.4651355902
1394	0.4650914051
1395	0.4650384912
1396	0.4649725713
1397	0.4649143077
1398	0.4648588658
1399	0.4648201168
1400	0.464761648
1401	0.4647089784
1402	0.4646617897
1403	0.4646249887
1404	0.4645587089
1405	0.4645147942
1406	0.4644596593
1407	0.4644017256
1408	0.464345432
1409	0.4642977389
1410	0.4642261005
1411	0.4641867618
1412	0.4641255607
1413	0.4640730358
1414	0.4640331141
1415	0.4639942146
1416	0.463920699
1417	0.4638561368
1418	0.4638070515
1419	0.4637702909
1420	0.4637049017
1421	0.463633919
1422	0.4635738926
1423	0.4635072548
1424	0.4634573859
1425	0.463397801
1426	0.4633445962
1427	0.4632951651
1428	0.4632325945
1429	0.4631704109
1430	0.4631129558
1431	0.4630691996
1432	0.4630168854
1433	0.4629394826
1434	0.462902408
1435	0.4628639518
1436	0.4628249666
1437	0.4627693374
1438	0.4627161737
1439	0.4626616731
1440	0.4626202407
1441	0.4625652323
1442	0.4625032269
1443	0.4624442871
1444	0.4623965422
1445	0.4623287617
1446	0.4622683397
1447	0.4622154176
1448	0.4621535847
1449	0.4620937329
1450	0.4620554177
1451	0.4619943406
1452	0.4619403452
1453	0.4618955691
1454	0.4618478514
1455	0.4618107154
1456	0.4617618316
1457	0.4617108531
1458	0.4616606095
1459	0.4615859321
1460	0.461519365
1461	0.461468072
1462	0.4614106086
1463	0.461374226
1464	0.4613224904
1465	0.461261232
1466	0.461218741
1467	0.4611861414
1468	0.4611460363
1469	0.4611177209
1470	0.4610503885
1471	0.4609881129
1472	0.4609320009
1473	0.4608831311
1474	0.4608283236
1475	0.4607735501
1476	0.4607117001
1477	0.4606557874
1478	0.4605917579
1479	0.4605408953
1480	0.4604819108
1481	0.460409558
1482	0.4603521151
1483	0.4603069718
1484	0.4602464257
1485	0.4601828236
1486	0.4601404761
1487	0.4600845877
1488	0.460022465
1489	0.4599382766
1490	0.4598516574
1491	0.4597971845
1492	0.4597557818
1493	0.4596910141
1494	0.4596163296
1495	0.4595651041
1496	0.4595176996
1497	0.4594606474
1498	0.459403241
1499	0.4593448653
